"WordCount","SentimentGI","NegativityGI","PositivityGI","SentimentHE","NegativityHE","PositivityHE","SentimentLM","NegativityLM","PositivityLM","RatioUncertaintyLM","SentimentQDAP","NegativityQDAP","PositivityQDAP"
12,0.166666666666667,0.25,0.416666666666667,0,0,0,-0.0833333333333333,0.166666666666667,0.0833333333333333,0,0.166666666666667,0.0833333333333333,0.25
24,0.125,0,0.125,0,0,0,0,0,0,0,0.125,0,0.125
29,0.0689655172413793,0.0344827586206897,0.103448275862069,0,0,0,-0.0344827586206897,0.0344827586206897,0,0,0.0689655172413793,0.0689655172413793,0.137931034482759
12,0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0,0.0833333333333333,0,0,0,0,0,0.0833333333333333,0.0833333333333333
8,0,0,0,0,0,0,0,0,0,0,-0.125,0.125,0
13,0,0.0769230769230769,0.0769230769230769,0,0,0,0.0769230769230769,0,0.0769230769230769,0,0,0.0769230769230769,0.0769230769230769
17,0.294117647058824,0.117647058823529,0.411764705882353,0,0,0,0,0,0,0,0.235294117647059,0.0588235294117647,0.294117647058824
8,0.125,0,0.125,0,0,0,0,0,0,0,-0.125,0.125,0
18,0.222222222222222,0.0555555555555556,0.277777777777778,0.0555555555555556,0,0.0555555555555556,0.0555555555555556,0,0.0555555555555556,0.111111111111111,0.277777777777778,0,0.277777777777778
13,0.0769230769230769,0.230769230769231,0.307692307692308,0,0,0,-0.153846153846154,0.153846153846154,0,0,0.230769230769231,0,0.230769230769231
13,0.0769230769230769,0.230769230769231,0.307692307692308,0,0,0,-0.153846153846154,0.153846153846154,0,0,0.230769230769231,0,0.230769230769231
16,0.25,0.1875,0.4375,-0.0625,0.0625,0,-0.0625,0.0625,0,0,0.3125,0.0625,0.375
26,-0.0769230769230769,0.230769230769231,0.153846153846154,0,0,0,-0.0769230769230769,0.115384615384615,0.0384615384615385,0,0.0769230769230769,0.115384615384615,0.192307692307692
16,0,0.125,0.125,0,0,0,0,0,0,0,0.0625,0,0.0625
7,0.142857142857143,0.142857142857143,0.285714285714286,0,0,0,0,0,0,0,0.142857142857143,0,0.142857142857143
8,0,0.125,0.125,0,0,0,-0.125,0.125,0,0,0.125,0,0.125
12,0.166666666666667,0,0.166666666666667,0,0,0,0,0,0,0,0.166666666666667,0,0.166666666666667
12,-0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0,-0.0833333333333333,0.0833333333333333,0
19,0.105263157894737,0.105263157894737,0.210526315789474,0.0526315789473684,0,0.0526315789473684,0,0.0526315789473684,0.0526315789473684,0.0526315789473684,0,0.157894736842105,0.157894736842105
9,0.222222222222222,0,0.222222222222222,0.111111111111111,0,0.111111111111111,0.111111111111111,0.111111111111111,0.222222222222222,0.111111111111111,0.333333333333333,0,0.333333333333333
36,0.0555555555555556,0.0555555555555556,0.111111111111111,0,0,0,0,0,0,0,0.0277777777777778,0.0833333333333333,0.111111111111111
36,0.0555555555555556,0.0555555555555556,0.111111111111111,0,0,0,0,0,0,0,0.0277777777777778,0.0833333333333333,0.111111111111111
25,0.12,0.08,0.2,0.04,0,0.04,0,0,0,0,0.16,0.04,0.2
11,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0,0,0,0,0,0,0.0909090909090909,0,0.0909090909090909
19,0.105263157894737,0.0526315789473684,0.157894736842105,0.0526315789473684,0,0.0526315789473684,0.0526315789473684,0,0.0526315789473684,0,0.0526315789473684,0.0526315789473684,0.105263157894737
26,0.153846153846154,0.0384615384615385,0.192307692307692,0,0,0,-0.0384615384615385,0.0384615384615385,0,0.0384615384615385,0.0384615384615385,0,0.0384615384615385
8,0.375,0.125,0.5,0,0,0,-0.25,0.25,0,0,0.375,0,0.375
21,0.0476190476190476,0.0476190476190476,0.0952380952380952,0,0,0,0.0476190476190476,0,0.0476190476190476,0,0.0952380952380952,0.0476190476190476,0.142857142857143
27,0.037037037037037,0.148148148148148,0.185185185185185,0,0,0,0.037037037037037,0,0.037037037037037,0,0.0740740740740741,0.0740740740740741,0.148148148148148
12,-0.166666666666667,0.166666666666667,0,-0.0833333333333333,0.0833333333333333,0,-0.0833333333333333,0.0833333333333333,0,0,-0.0833333333333333,0.0833333333333333,0
7,-0.142857142857143,0.142857142857143,0,0,0,0,0,0,0,0,0.142857142857143,0,0.142857142857143
12,0.166666666666667,0,0.166666666666667,0,0,0,0,0,0,0,0.25,0,0.25
13,0.230769230769231,0,0.230769230769231,0.153846153846154,0,0.153846153846154,0.0769230769230769,0,0.0769230769230769,0,0.384615384615385,0,0.384615384615385
12,0.166666666666667,0,0.166666666666667,0,0,0,0,0,0,0,0.25,0,0.25
24,0,0.166666666666667,0.166666666666667,0.0416666666666667,0,0.0416666666666667,0.0416666666666667,0,0.0416666666666667,0.0416666666666667,0,0.125,0.125
19,0.0526315789473684,0.105263157894737,0.157894736842105,0,0,0,-0.105263157894737,0.105263157894737,0,0,0.105263157894737,0.0526315789473684,0.157894736842105
7,-0.142857142857143,0.142857142857143,0,0.142857142857143,0,0.142857142857143,0.142857142857143,0,0.142857142857143,0.142857142857143,0,0,0
24,0.0416666666666667,0.0416666666666667,0.0833333333333333,0,0,0,-0.0416666666666667,0.0833333333333333,0.0416666666666667,0,0,0.0416666666666667,0.0416666666666667
23,0.0869565217391304,0,0.0869565217391304,0,0,0,0.0434782608695652,0,0.0434782608695652,0,0,0.0434782608695652,0.0434782608695652
20,0.05,0,0.05,0,0,0,0,0,0,0,0.05,0,0.05
14,0,0.214285714285714,0.214285714285714,0.0714285714285714,0,0.0714285714285714,0,0.0714285714285714,0.0714285714285714,0,0,0.214285714285714,0.214285714285714
10,0.2,0.1,0.3,0,0,0,0,0,0,0,0,0.1,0.1
16,0,0.0625,0.0625,0.0625,0,0.0625,0,0,0,0,0.125,0,0.125
4,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0.166666666666667,0.111111111111111,0.277777777777778,0.111111111111111,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0,0.388888888888889,0,0.388888888888889
16,0,0.1875,0.1875,0,0,0,0,0,0,0,0.1875,0,0.1875
12,0.0833333333333333,0,0.0833333333333333,0,0,0,0,0,0,0,0.166666666666667,0,0.166666666666667
11,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0,0,0,0,0,0,0.181818181818182,0,0.181818181818182
9,0.111111111111111,0.111111111111111,0.222222222222222,0,0,0,0,0,0,0,0.111111111111111,0,0.111111111111111
18,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-0.0666666666666667,0.0666666666666667,0,0,0,0,0,0,0,0,0.133333333333333,0,0.133333333333333
23,0.173913043478261,0.0869565217391304,0.260869565217391,0,0,0,0.0434782608695652,0.0869565217391304,0.130434782608696,0,0.130434782608696,0.0434782608695652,0.173913043478261
24,0.333333333333333,0,0.333333333333333,0,0,0,0,0,0,0,0.291666666666667,0,0.291666666666667
19,0.157894736842105,0,0.157894736842105,0,0,0,0,0,0,0,0.157894736842105,0,0.157894736842105
16,0.25,0.125,0.375,0,0,0,0.0625,0,0.0625,0,0.25,0,0.25
9,0.111111111111111,0.111111111111111,0.222222222222222,0,0,0,0,0,0,0,0.111111111111111,0,0.111111111111111
11,0.181818181818182,0,0.181818181818182,0,0,0,0,0,0,0,0,0.0909090909090909,0.0909090909090909
24,0.208333333333333,0,0.208333333333333,0,0,0,0.0416666666666667,0,0.0416666666666667,0,0.208333333333333,0,0.208333333333333
12,0.0833333333333333,0,0.0833333333333333,0,0,0,-0.0833333333333333,0.0833333333333333,0,0,0.0833333333333333,0,0.0833333333333333
11,-0.0909090909090909,0.181818181818182,0.0909090909090909,0,0,0,0,0,0,0,0.0909090909090909,0,0.0909090909090909
6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.1,0.1,0.2,0,0,0,0,0,0,0,0.1,0,0.1
17,-0.117647058823529,0.117647058823529,0,0,0,0,-0.0588235294117647,0.0588235294117647,0,0,-0.117647058823529,0.117647058823529,0
11,0.363636363636364,0,0.363636363636364,0.181818181818182,0,0.181818181818182,0.181818181818182,0,0.181818181818182,0,0.363636363636364,0,0.363636363636364
26,0,0.192307692307692,0.192307692307692,0,0,0,-0.0384615384615385,0.0384615384615385,0,0,0.115384615384615,0.0769230769230769,0.192307692307692
21,0.0476190476190476,0.0476190476190476,0.0952380952380952,0,0,0,-0.0476190476190476,0.0476190476190476,0,0,0,0,0
23,0.0869565217391304,0.0434782608695652,0.130434782608696,0,0,0,0,0,0,0,0.0869565217391304,0.0434782608695652,0.130434782608696
21,0.0476190476190476,0.142857142857143,0.19047619047619,0.0476190476190476,0,0.0476190476190476,0.0476190476190476,0,0.0476190476190476,0,0,0.0952380952380952,0.0952380952380952
21,0.0476190476190476,0.142857142857143,0.19047619047619,0.0476190476190476,0,0.0476190476190476,0.0476190476190476,0,0.0476190476190476,0,0,0.0952380952380952,0.0952380952380952
22,0.0909090909090909,0.0454545454545455,0.136363636363636,0,0,0,0,0.0454545454545455,0.0454545454545455,0,0.0454545454545455,0.0454545454545455,0.0909090909090909
18,0.0555555555555556,0.111111111111111,0.166666666666667,0,0,0,0,0.0555555555555556,0.0555555555555556,0,0.111111111111111,0,0.111111111111111
18,0.0555555555555556,0.111111111111111,0.166666666666667,0,0,0,0,0.0555555555555556,0.0555555555555556,0,0.111111111111111,0,0.111111111111111
10,0.1,0.1,0.2,0.1,0,0.1,0,0.1,0.1,0,0.2,0,0.2
6,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
12,-0.0833333333333333,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0
7,0.142857142857143,0.142857142857143,0.285714285714286,0,0,0,0,0,0,0,0.142857142857143,0,0.142857142857143
13,0,0.230769230769231,0.230769230769231,0,0,0,-0.0769230769230769,0.0769230769230769,0,0,0.0769230769230769,0.0769230769230769,0.153846153846154
8,0.125,0,0.125,0,0,0,0,0,0,0,-0.125,0.125,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0.0666666666666667,0.0666666666666667,0.0666666666666667,0,0.0666666666666667,-0.0666666666666667,0.0666666666666667,0,0,0.0666666666666667,0,0.0666666666666667
10,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1
10,0,0.1,0.1,0,0,0,-0.1,0.1,0,0,0,0.1,0.1
23,0.173913043478261,0.130434782608696,0.304347826086957,0,0,0,0,0,0,0,0.217391304347826,0.0869565217391304,0.304347826086957
22,0.0909090909090909,0.0454545454545455,0.136363636363636,0,0,0,-0.0454545454545455,0.0454545454545455,0,0,0.0454545454545455,0.0454545454545455,0.0909090909090909
16,0.1875,0.0625,0.25,0.0625,0,0.0625,0.0625,0,0.0625,0.0625,0.125,0.0625,0.1875
8,0.5,0,0.5,0,0,0,0,0,0,0,0.375,0,0.375
19,0,0.105263157894737,0.105263157894737,0,0,0,-0.105263157894737,0.105263157894737,0,0,0.0526315789473684,0,0.0526315789473684
24,0.0416666666666667,0.25,0.291666666666667,0,0,0,-0.166666666666667,0.166666666666667,0,0,0.0416666666666667,0.125,0.166666666666667
13,0.0769230769230769,0,0.0769230769230769,0,0,0,0.0769230769230769,0,0.0769230769230769,0,0.0769230769230769,0.0769230769230769,0.153846153846154
11,0,0,0,0,0,0,0,0,0,0,-0.0909090909090909,0.0909090909090909,0
25,0,0.12,0.12,0,0,0,-0.04,0.04,0,0.04,-0.04,0.08,0.04
11,0.272727272727273,0,0.272727272727273,0,0,0,0,0,0,0,0.272727272727273,0,0.272727272727273
11,0.181818181818182,0,0.181818181818182,0,0,0,0,0,0,0,0.0909090909090909,0,0.0909090909090909
13,0.153846153846154,0,0.153846153846154,0,0,0,-0.0769230769230769,0.0769230769230769,0,0,0,0.0769230769230769,0.0769230769230769
11,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0,0,-0.0909090909090909,0.0909090909090909,0,0,0.0909090909090909,0,0.0909090909090909
6,0,0,0,0,0,0,0,0,0,0,-0.166666666666667,0.166666666666667,0
7,-0.142857142857143,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0
20,0.1,0.05,0.15,0,0,0,0,0,0,0,0.1,0,0.1
6,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0.333333333333333,0,0.333333333333333
14,0,0.0714285714285714,0.0714285714285714,-0.0714285714285714,0.0714285714285714,0,0,0,0,0.0714285714285714,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0.0526315789473684,0,0.0526315789473684
27,-0.037037037037037,0.0740740740740741,0.037037037037037,0,0,0,0,0,0,0,0,0.037037037037037,0.037037037037037
2,-0.5,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5
20,0.05,0.05,0.1,0,0,0,-0.05,0.05,0,0,0.1,0,0.1
26,0.0769230769230769,0.0769230769230769,0.153846153846154,0,0,0,-0.0384615384615385,0.0384615384615385,0,0.0384615384615385,0.115384615384615,0,0.115384615384615
23,0.0434782608695652,0.0869565217391304,0.130434782608696,0,0,0,0,0,0,0,0,0.0434782608695652,0.0434782608695652
8,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0.04,0.08,0.12,0,0,0,0,0,0,0,0,0.04,0.04
23,0.0434782608695652,0.0869565217391304,0.130434782608696,0,0,0,0,0,0,0,0,0.0434782608695652,0.0434782608695652
7,-0.428571428571429,0.428571428571429,0,0,0,0,-0.142857142857143,0.142857142857143,0,0,-0.285714285714286,0.285714285714286,0
6,0,0.333333333333333,0.333333333333333,0,0,0,-0.166666666666667,0.166666666666667,0,0,0.166666666666667,0,0.166666666666667
6,0,0.333333333333333,0.333333333333333,0,0,0,-0.166666666666667,0.166666666666667,0,0,0.166666666666667,0,0.166666666666667
6,-0.166666666666667,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0
7,0,0.142857142857143,0.142857142857143,0,0,0,-0.142857142857143,0.142857142857143,0,0,0,0.142857142857143,0.142857142857143
24,0,0.208333333333333,0.208333333333333,0,0,0,-0.125,0.125,0,0.0416666666666667,0,0.166666666666667,0.166666666666667
23,0.0434782608695652,0.0869565217391304,0.130434782608696,0,0,0,0,0,0,0,0.0869565217391304,0.0434782608695652,0.130434782608696
10,0.4,0,0.4,0.2,0,0.2,0.2,0,0.2,0,0.4,0,0.4
10,0.1,0.1,0.2,0,0,0,0,0.1,0.1,0.1,0.2,0,0.2
18,-0.166666666666667,0.277777777777778,0.111111111111111,0,0,0,-0.0555555555555556,0.0555555555555556,0,0,-0.166666666666667,0.222222222222222,0.0555555555555556
14,0.214285714285714,0,0.214285714285714,0.0714285714285714,0,0.0714285714285714,0.142857142857143,0,0.142857142857143,0,0.214285714285714,0,0.214285714285714
25,0.12,0,0.12,0,0,0,0,0,0,0,0.08,0,0.08
26,0,0.0769230769230769,0.0769230769230769,0.0384615384615385,0,0.0384615384615385,0.0384615384615385,0,0.0384615384615385,0,0,0.0769230769230769,0.0769230769230769
24,0.0416666666666667,0,0.0416666666666667,0,0,0,0,0,0,0,-0.0416666666666667,0.0416666666666667,0
26,0.0384615384615385,0,0.0384615384615385,0,0,0,0,0,0,0,0.0384615384615385,0,0.0384615384615385
25,0.08,0,0.08,0,0,0,0,0,0,0,0,0.04,0.04
23,-0.0869565217391304,0.0869565217391304,0,0,0,0,0,0,0,0,-0.0434782608695652,0.0434782608695652,0
24,0.0416666666666667,0,0.0416666666666667,0,0,0,0,0,0,0,-0.0416666666666667,0.0416666666666667,0
16,0.1875,0,0.1875,0.0625,0,0.0625,0.0625,0,0.0625,0,0.1875,0,0.1875
10,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0,0,0,0,0,0,0.181818181818182,0,0.181818181818182
19,0.157894736842105,0.0526315789473684,0.210526315789474,0.105263157894737,0,0.105263157894737,0.157894736842105,0,0.157894736842105,0,0.263157894736842,0.0526315789473684,0.315789473684211
31,0,0.0967741935483871,0.0967741935483871,0.032258064516129,0,0.032258064516129,0.032258064516129,0,0.032258064516129,0,0.129032258064516,0,0.129032258064516
18,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0.291666666666667,0.0833333333333333,0.375,0,0,0,-0.125,0.166666666666667,0.0416666666666667,0,0.25,0.0416666666666667,0.291666666666667
8,0.25,0,0.25,0.125,0,0.125,0.125,0,0.125,0,0.25,0,0.25
11,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0,0,0,0,0,0,0.181818181818182,0,0.181818181818182
24,0.125,0.125,0.25,0.0416666666666667,0,0.0416666666666667,0,0.0416666666666667,0.0416666666666667,0,0.166666666666667,0,0.166666666666667
28,0.178571428571429,0.0714285714285714,0.25,0.0357142857142857,0,0.0357142857142857,0,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.107142857142857,0.0357142857142857,0.142857142857143
28,0.178571428571429,0.0714285714285714,0.25,0.0357142857142857,0,0.0357142857142857,0,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.107142857142857,0.0357142857142857,0.142857142857143
28,0.107142857142857,0.0714285714285714,0.178571428571429,0,0,0,-0.0357142857142857,0.0357142857142857,0,0,0.0714285714285714,0,0.0714285714285714
33,0.0606060606060606,0.0606060606060606,0.121212121212121,0.0303030303030303,0,0.0303030303030303,-0.0303030303030303,0.0303030303030303,0,0,0.0303030303030303,0.151515151515152,0.181818181818182
9,0.222222222222222,0.111111111111111,0.333333333333333,0,0,0,-0.111111111111111,0.111111111111111,0,0,0.111111111111111,0.111111111111111,0.222222222222222
13,0.153846153846154,0,0.153846153846154,0,0,0,0,0,0,0,0.230769230769231,0,0.230769230769231
3,0,0.666666666666667,0.666666666666667,0,0,0,0,0,0,0,0,0,0
26,0.192307692307692,0.115384615384615,0.307692307692308,0.0384615384615385,0,0.0384615384615385,0,0.0769230769230769,0.0769230769230769,0,0.192307692307692,0.0769230769230769,0.269230769230769
13,0.0769230769230769,0.0769230769230769,0.153846153846154,0.0769230769230769,0,0.0769230769230769,0.0769230769230769,0,0.0769230769230769,0,0.0769230769230769,0,0.0769230769230769
11,0,0,0,0,0,0,-0.0909090909090909,0.0909090909090909,0,0,0,0,0
16,-0.0625,0.0625,0,0,0,0,0,0,0,0,-0.0625,0.0625,0
4,0.5,0,0.5,0,0,0,0.25,0,0.25,0,0.25,0,0.25
9,0.111111111111111,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0.0555555555555556,0,0.0555555555555556,0,0,0,0,0,0,0
11,0.0909090909090909,0,0.0909090909090909,0,0,0,0,0,0,0,-0.0909090909090909,0.0909090909090909,0
12,0.5,0,0.5,0.0833333333333333,0,0.0833333333333333,0.0833333333333333,0,0.0833333333333333,0,0.333333333333333,0,0.333333333333333
8,0,0.125,0.125,0,0,0,-0.125,0.125,0,0,0.125,0,0.125
16,0.125,0.0625,0.1875,0.0625,0,0.0625,0.0625,0,0.0625,0.0625,0.1875,0,0.1875
12,0,0.166666666666667,0.166666666666667,-0.0833333333333333,0.0833333333333333,0,-0.0833333333333333,0.0833333333333333,0,0,0,0.0833333333333333,0.0833333333333333
5,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0
13,0.0769230769230769,0.153846153846154,0.230769230769231,0,0,0,-0.0769230769230769,0.0769230769230769,0,0,0.153846153846154,0.0769230769230769,0.230769230769231
12,0.0833333333333333,0.0833333333333333,0.166666666666667,0,0,0,0,0,0,0,0.0833333333333333,0.0833333333333333,0.166666666666667
16,0,0.125,0.125,0,0,0,0,0,0,0,-0.0625,0.1875,0.125
21,0,0,0,0,0,0,0,0,0,0,0.0476190476190476,0,0.0476190476190476
9,0.111111111111111,0,0.111111111111111,0.111111111111111,0,0.111111111111111,0,0,0,0,0.222222222222222,0,0.222222222222222
10,-0.1,0.1,0,0,0,0,0,0,0,0,-0.1,0.1,0
30,0.0666666666666667,0,0.0666666666666667,0,0,0,0,0,0,0,0.0666666666666667,0.0333333333333333,0.1
17,-0.0588235294117647,0.235294117647059,0.176470588235294,0.0588235294117647,0,0.0588235294117647,-0.0588235294117647,0.117647058823529,0.0588235294117647,0,0.117647058823529,0.117647058823529,0.235294117647059
77,0.025974025974026,0,0.025974025974026,0,0,0,0,0,0,0,-0.012987012987013,0.012987012987013,0
23,0.0434782608695652,0.0869565217391304,0.130434782608696,0,0,0,0,0,0,0,0.0869565217391304,0.0434782608695652,0.130434782608696
15,0.0666666666666667,0.0666666666666667,0.133333333333333,0.0666666666666667,0,0.0666666666666667,0.0666666666666667,0,0.0666666666666667,0,0,0.0666666666666667,0.0666666666666667
11,0.0909090909090909,0.0909090909090909,0.181818181818182,0.0909090909090909,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.181818181818182,0,0.272727272727273,0,0.272727272727273
18,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,-0.333333333333333,0.333333333333333,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0.0476190476190476,0.0476190476190476,0,0,0,0,0,0,0,-0.0476190476190476,0.0476190476190476,0
17,0.117647058823529,0,0.117647058823529,0,0,0,0,0,0,0,0.117647058823529,0.0588235294117647,0.176470588235294
17,-0.0588235294117647,0.117647058823529,0.0588235294117647,0,0,0,0,0,0,0,-0.0588235294117647,0.0588235294117647,0
24,0.0833333333333333,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0
24,0.0833333333333333,0,0.0833333333333333,0,0,0,0,0,0,0,0,0,0
21,0.0476190476190476,0.142857142857143,0.19047619047619,0,0,0,-0.0476190476190476,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.142857142857143
24,0.166666666666667,0.0416666666666667,0.208333333333333,0,0,0,0,0,0,0,0.0416666666666667,0.0833333333333333,0.125
30,0.0666666666666667,0,0.0666666666666667,0,0,0,-0.0333333333333333,0.0333333333333333,0,0,0.0333333333333333,0,0.0333333333333333
5,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0
23,0.0434782608695652,0.0869565217391304,0.130434782608696,0,0,0,0,0,0,0,0.0869565217391304,0.0434782608695652,0.130434782608696
23,0.0434782608695652,0.0869565217391304,0.130434782608696,0,0,0,0,0,0,0,0.0869565217391304,0.0434782608695652,0.130434782608696
9,-0.333333333333333,0.333333333333333,0,0,0,0,-0.111111111111111,0.111111111111111,0,0,-0.222222222222222,0.222222222222222,0
17,0.294117647058824,0.117647058823529,0.411764705882353,0,0,0,0,0,0,0,0.235294117647059,0.0588235294117647,0.294117647058824
26,0.0384615384615385,0.0384615384615385,0.0769230769230769,0,0,0,-0.0384615384615385,0.0384615384615385,0,0,0.0769230769230769,0,0.0769230769230769
11,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0.0666666666666667,0,0.0666666666666667,0,0,0,0,-0.2,0.2,0
22,0.181818181818182,0.181818181818182,0.363636363636364,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0454545454545455,0.0454545454545455,0.0909090909090909,0.0909090909090909,0.181818181818182,0.0909090909090909,0.272727272727273
29,0.172413793103448,0.0344827586206897,0.206896551724138,0,0,0,-0.0344827586206897,0.0344827586206897,0,0,0.103448275862069,0.0689655172413793,0.172413793103448
21,0,0.0476190476190476,0.0476190476190476,0,0,0,-0.0476190476190476,0.0476190476190476,0,0,0,0,0
4,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25
23,0.0434782608695652,0.0869565217391304,0.130434782608696,0,0,0,0,0,0,0,0.0869565217391304,0.0434782608695652,0.130434782608696
25,-0.08,0.2,0.12,0,0,0,-0.04,0.04,0,0,0,0.08,0.08
8,0.125,0,0.125,0,0,0,0,0,0,0,0,0,0
14,0,0.285714285714286,0.285714285714286,0,0,0,-0.142857142857143,0.142857142857143,0,0,0.0714285714285714,0.142857142857143,0.214285714285714
14,0,0.285714285714286,0.285714285714286,0,0,0,-0.142857142857143,0.142857142857143,0,0,0.0714285714285714,0.142857142857143,0.214285714285714
13,0.0769230769230769,0.0769230769230769,0.153846153846154,0.153846153846154,0,0.153846153846154,0.0769230769230769,0,0.0769230769230769,0.0769230769230769,0,0.0769230769230769,0.0769230769230769
25,-0.04,0.12,0.08,0.04,0.04,0.08,0,0.04,0.04,0,0,0.08,0.08
21,0,0.142857142857143,0.142857142857143,0.0476190476190476,0,0.0476190476190476,-0.0476190476190476,0.0476190476190476,0,0,0,0.0952380952380952,0.0952380952380952
22,0.181818181818182,0.0454545454545455,0.227272727272727,0,0.0454545454545455,0.0454545454545455,0,0.0909090909090909,0.0909090909090909,0,0.0454545454545455,0.181818181818182,0.227272727272727
23,0.173913043478261,0,0.173913043478261,0.0869565217391304,0,0.0869565217391304,0.0434782608695652,0,0.0434782608695652,0,0.130434782608696,0,0.130434782608696
13,0,0.0769230769230769,0.0769230769230769,0.0769230769230769,0,0.0769230769230769,0,0,0,0,0,0.0769230769230769,0.0769230769230769
7,0.142857142857143,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0
26,0.0384615384615385,0.0384615384615385,0.0769230769230769,0.0769230769230769,0,0.0769230769230769,0.0384615384615385,0,0.0384615384615385,0,0.0769230769230769,0,0.0769230769230769
23,0.0434782608695652,0.0869565217391304,0.130434782608696,0,0,0,0,0,0,0,0.0869565217391304,0.0434782608695652,0.130434782608696
4,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0.037037037037037,0.111111111111111,0.148148148148148,0,0.037037037037037,0.037037037037037,-0.0740740740740741,0.111111111111111,0.037037037037037,0,0.0740740740740741,0.0740740740740741,0.148148148148148
10,-0.1,0.2,0.1,0,0,0,0,0,0,0,-0.1,0.1,0
5,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.2
16,0.1875,0.125,0.3125,0,0,0,0.0625,0,0.0625,0.0625,0.3125,0.0625,0.375
41,0.024390243902439,0.0731707317073171,0.0975609756097561,0,0,0,-0.024390243902439,0.0487804878048781,0.024390243902439,0.024390243902439,0.024390243902439,0.0487804878048781,0.0731707317073171
19,0.0526315789473684,0.0526315789473684,0.105263157894737,0,0,0,-0.0526315789473684,0.0526315789473684,0,0,0.105263157894737,0,0.105263157894737
10,-0.2,0.3,0.1,0,0,0,0,0.1,0.1,0,-0.1,0.2,0.1
14,0.142857142857143,0,0.142857142857143,0,0,0,0.0714285714285714,0,0.0714285714285714,0,0.142857142857143,0,0.142857142857143
7,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0
13,-0.230769230769231,0.307692307692308,0.0769230769230769,0,0,0,0,0,0,0.0769230769230769,-0.153846153846154,0.230769230769231,0.0769230769230769
13,0,0.0769230769230769,0.0769230769230769,0,0,0,0,0,0,0,0,0.0769230769230769,0.0769230769230769
9,0.111111111111111,0,0.111111111111111,0,0,0,-0.111111111111111,0.111111111111111,0,0,0.111111111111111,0,0.111111111111111
16,0.125,0,0.125,0,0,0,0.0625,0,0.0625,0,0.1875,0,0.1875
81,0.0987654320987654,0,0.0987654320987654,0.0123456790123457,0,0.0123456790123457,0.037037037037037,0,0.037037037037037,0,0.0617283950617284,0.0123456790123457,0.0740740740740741
21,0,0.0476190476190476,0.0476190476190476,0,0,0,0,0,0,0,-0.0476190476190476,0.0476190476190476,0
13,0.153846153846154,0.153846153846154,0.307692307692308,0,0,0,0,0,0,0,0.0769230769230769,0.0769230769230769,0.153846153846154
26,0.0384615384615385,0,0.0384615384615385,0,0,0,0,0,0,0,0,0.0384615384615385,0.0384615384615385
25,0.12,0,0.12,0,0,0,0,0,0,0,0.08,0,0.08
26,0.0384615384615385,0,0.0384615384615385,0,0,0,0,0,0,0,0.0384615384615385,0,0.0384615384615385
